day,route_id,stop_name,hour,boarding_count,alighting_count,occupancy,crowd_level
2,33,Chatrapati Square,20,13,8,7,LOW
2,33,Ujjwal Nagar,20,3,21,0,LOW
2,33,Airport,20,14,10,4,LOW
2,33,Chinchbhavan,20,10,14,0,LOW
2,33,Khapri,20,6,9,0,LOW
2,33,Ashokwan,20,8,12,0,LOW
2,33,Mohgaon,20,5,13,0,LOW
2,33,Butibori,20,11,12,0,LOW
2,61,Burdi,21,4,7,0,LOW
2,61,Panchasheel Square,21,9,8,1,LOW
2,61,Rahate Colony,21,4,8,0,LOW
2,61,Ajni Square,21,6,5,1,LOW
2,61,Chatrapati Square,21,7,3,5,LOW
2,61,Ujjwal Nagar,21,3,6,2,LOW
2,61,Airport,21,8,3,7,LOW
2,61,Chinchbhavan,21,7,3,11,LOW
2,61,Khapri,21,4,9,6,LOW
2,61,Ashokwan,21,9,6,9,LOW
2,61,Mohgaon,21,4,6,7,LOW
2,61,Butibori,21,5,3,9,LOW
2,45,Burdi,21,8,3,5,LOW
2,45,Panchasheel Square,21,5,8,2,LOW
2,45,Rahate Colony,21,7,3,6,LOW
2,45,Ajni Square,21,3,5,4,LOW
2,45,Chatrapati Square,21,3,4,3,LOW
2,45,Ujjwal Nagar,21,5,5,3,LOW
2,45,Airport,21,8,6,5,LOW
2,45,Chinchbhavan,21,7,7,5,LOW
2,45,Khapri,21,9,4,10,LOW
2,45,Ashokwan,21,4,9,5,LOW
2,45,Mohgaon,21,7,5,7,LOW
2,45,Butibori,21,3,4,6,LOW
2,33,Burdi,21,5,8,0,LOW
2,33,Panchasheel Square,21,8,6,2,LOW
2,33,Rahate Colony,21,4,5,1,LOW
2,33,Ajni Square,21,9,8,2,LOW
2,33,Chatrapati Square,21,9,3,8,LOW
2,33,Ujjwal Nagar,21,8,7,9,LOW
2,33,Airport,21,4,6,7,LOW
2,33,Chinchbhavan,21,6,3,10,LOW
2,33,Khapri,21,4,8,6,LOW
2,33,Ashokwan,21,8,6,8,LOW
2,33,Mohgaon,21,7,3,12,LOW
2,33,Butibori,21,9,8,13,LOW
3,61,Burdi,5,8,8,0,LOW
3,61,Panchasheel Square,5,7,7,0,LOW
3,61,Rahate Colony,5,4,6,0,LOW
3,61,Ajni Square,5,7,3,4,LOW
3,61,Chatrapati Square,5,8,6,6,LOW
3,61,Ujjwal Nagar,5,4,3,7,LOW
3,61,Airport,5,3,5,5,LOW
3,61,Chinchbhavan,5,3,7,1,LOW
3,61,Khapri,5,3,7,0,LOW
3,61,Ashokwan,5,8,7,1,LOW
3,61,Mohgaon,5,6,4,3,LOW
3,61,Butibori,5,5,8,0,LOW
3,45,Burdi,5,5,8,0,LOW
3,45,Panchasheel Square,5,9,7,2,LOW
3,45,Rahate Colony,5,7,6,3,LOW
3,45,Ajni Square,5,4,9,0,LOW
3,45,Chatrapati Square,5,6,4,2,LOW
3,45,Ujjwal Nagar,5,9,4,7,LOW
3,45,Airport,5,4,4,7,LOW
3,45,Chinchbhavan,5,7,5,9,LOW
3,45,Khapri,5,6,3,12,LOW
3,45,Ashokwan,5,3,4,11,LOW
3,45,Mohgaon,5,6,3,14,LOW
3,45,Butibori,5,9,4,19,MEDIUM
3,33,Burdi,5,7,9,0,LOW
3,33,Panchasheel Square,5,6,9,0,LOW
3,33,Rahate Colony,5,6,9,0,LOW
3,33,Ajni Square,5,7,4,3,LOW
3,33,Chatrapati Square,5,4,4,3,LOW
3,33,Ujjwal Nagar,5,8,8,3,LOW
3,33,Airport,5,9,6,6,LOW
3,33,Chinchbhavan,5,9,5,10,LOW
3,33,Khapri,5,3,7,6,LOW
3,33,Ashokwan,5,7,9,4,LOW
3,33,Mohgaon,5,4,6,2,LOW
3,33,Butibori,5,8,7,3,LOW
3,61,Burdi,6,8,9,0,LOW
3,61,Panchasheel Square,6,9,4,5,LOW
3,61,Rahate Colony,6,3,8,0,LOW
3,61,Ajni Square,6,7,6,1,LOW
3,61,Chatrapati Square,6,4,6,0,LOW
3,61,Ujjwal Nagar,6,9,5,4,LOW
3,61,Airport,6,3,9,0,LOW
3,61,Chinchbhavan,6,4,9,0,LOW
3,61,Khapri,6,9,3,6,LOW
3,61,Ashokwan,6,8,9,5,LOW
3,61,Mohgaon,6,4,4,5,LOW
3,61,Butibori,6,5,8,2,LOW
3,45,Burdi,6,4,4,0,LOW
3,45,Panchasheel Square,6,3,7,0,LOW
3,45,Rahate Colony,6,5,6,0,LOW
3,45,Ajni Square,6,4,9,0,LOW
3,45,Chatrapati Square,6,4,9,0,LOW
3,45,Ujjwal Nagar,6,4,4,0,LOW
3,45,Airport,6,7,4,3,LOW
3,45,Chinchbhavan,6,5,8,0,LOW
3,45,Khapri,6,9,8,1,LOW
3,45,Ashokwan,6,7,5,3,LOW
3,45,Mohgaon,6,8,3,8,LOW
3,45,Butibori,6,7,7,8,LOW
3,33,Burdi,6,3,5,0,LOW
3,33,Panchasheel Square,6,3,9,0,LOW
3,33,Rahate Colony,6,8,3,5,LOW
3,33,Ajni Square,6,8,6,7,LOW
3,33,Chatrapati Square,6,6,5,8,LOW
3,33,Ujjwal Nagar,6,3,3,8,LOW
3,33,Airport,6,6,5,9,LOW
3,33,Chinchbhavan,6,7,9,7,LOW
3,33,Khapri,6,7,6,8,LOW
3,33,Ashokwan,6,8,5,11,LOW
3,33,Mohgaon,6,8,4,15,MEDIUM
3,33,Butibori,6,8,6,17,MEDIUM
3,61,Burdi,7,17,5,12,LOW
3,61,Panchasheel Square,7,11,12,11,LOW
3,61,Rahate Colony,7,23,5,29,MEDIUM
3,61,Ajni Square,7,14,16,27,MEDIUM
3,61,Chatrapati Square,7,10,17,20,MEDIUM
3,61,Ujjwal Nagar,7,22,5,37,HIGH
3,61,Airport,7,10,12,35,HIGH
3,61,Chinchbhavan,7,17,10,42,HIGH
3,61,Khapri,7,16,10,48,HIGH
3,61,Ashokwan,7,16,9,50,HIGH
3,61,Mohgaon,7,14,7,50,HIGH
3,61,Butibori,7,14,8,50,HIGH
3,45,Burdi,7,24,7,17,MEDIUM
3,45,Panchasheel Square,7,9,16,10,LOW
3,45,Rahate Colony,7,16,3,23,MEDIUM
3,45,Ajni Square,7,13,12,24,MEDIUM
3,45,Chatrapati Square,7,10,19,15,MEDIUM
3,45,Ujjwal Nagar,7,21,7,29,MEDIUM
3,45,Airport,7,9,9,29,MEDIUM
3,45,Chinchbhavan,7,16,8,37,HIGH
3,45,Khapri,7,8,9,36,HIGH
3,45,Ashokwan,7,13,9,40,HIGH
3,45,Mohgaon,7,11,7,44,HIGH
3,45,Butibori,7,11,7,48,HIGH
3,33,Burdi,7,19,7,12,LOW
3,33,Panchasheel Square,7,11,10,13,LOW
3,33,Rahate Colony,7,23,4,32,MEDIUM
3,33,Ajni Square,7,10,11,31,MEDIUM
3,33,Chatrapati Square,7,9,15,25,MEDIUM
3,33,Ujjwal Nagar,7,24,3,46,HIGH
3,33,Airport,7,5,14,37,HIGH
3,33,Chinchbhavan,7,12,7,42,HIGH
3,33,Khapri,7,8,11,39,HIGH
3,33,Ashokwan,7,15,7,47,HIGH
3,33,Mohgaon,7,10,7,50,HIGH
3,33,Butibori,7,15,11,50,HIGH
3,61,Burdi,8,22,3,19,MEDIUM
3,61,Panchasheel Square,8,12,15,16,MEDIUM
3,61,Rahate Colony,8,17,3,30,MEDIUM
3,61,Ajni Square,8,8,10,28,MEDIUM
3,61,Chatrapati Square,8,14,13,29,MEDIUM
3,61,Ujjwal Nagar,8,22,4,47,HIGH
3,61,Airport,8,5,11,41,HIGH
3,61,Chinchbhavan,8,8,5,44,HIGH
3,61,Khapri,8,13,6,50,HIGH
3,61,Ashokwan,8,9,9,50,HIGH
3,61,Mohgaon,8,17,9,50,HIGH
3,61,Butibori,8,15,5,50,HIGH
3,45,Burdi,8,22,5,17,MEDIUM
3,45,Panchasheel Square,8,10,11,16,MEDIUM
3,45,Rahate Colony,8,24,5,35,HIGH
3,45,Ajni Square,8,8,18,25,MEDIUM
3,45,Chatrapati Square,8,14,18,21,MEDIUM
3,45,Ujjwal Nagar,8,23,7,37,HIGH
3,45,Airport,8,10,11,36,HIGH
3,45,Chinchbhavan,8,9,7,38,HIGH
3,45,Khapri,8,9,11,36,HIGH
3,45,Ashokwan,8,10,5,41,HIGH
3,45,Mohgaon,8,10,5,46,HIGH
3,45,Butibori,8,9,11,44,HIGH
3,33,Burdi,8,23,6,17,MEDIUM
3,33,Panchasheel Square,8,12,14,15,MEDIUM
3,33,Rahate Colony,8,20,3,32,MEDIUM
3,33,Ajni Square,8,14,15,31,MEDIUM
3,33,Chatrapati Square,8,11,11,31,MEDIUM
3,33,Ujjwal Nagar,8,17,5,43,HIGH
3,33,Airport,8,8,8,43,HIGH
3,33,Chinchbhavan,8,14,6,50,HIGH
3,33,Khapri,8,16,11,50,HIGH
3,33,Ashokwan,8,10,11,49,HIGH
3,33,Mohgaon,8,9,10,48,HIGH
3,33,Butibori,8,14,9,50,HIGH
3,61,Burdi,9,17,5,12,LOW
3,61,Panchasheel Square,9,11,16,7,LOW
3,61,Rahate Colony,9,15,3,19,MEDIUM
3,61,Ajni Square,9,11,16,14,LOW
3,61,Chatrapati Square,9,13,14,13,LOW
3,61,Ujjwal Nagar,9,18,3,28,MEDIUM
3,61,Airport,9,9,8,29,MEDIUM
3,61,Chinchbhavan,9,14,5,38,HIGH
3,61,Khapri,9,12,6,44,HIGH
3,61,Ashokwan,9,11,11,44,HIGH
3,61,Mohgaon,9,9,10,43,HIGH
3,61,Butibori,9,8,6,45,HIGH
3,45,Burdi,9,19,7,12,LOW
3,45,Panchasheel Square,9,9,14,7,LOW
3,45,Rahate Colony,9,20,3,24,MEDIUM
3,45,Ajni Square,9,9,13,20,MEDIUM
3,45,Chatrapati Square,9,10,13,17,MEDIUM
3,45,Ujjwal Nagar,9,18,3,32,MEDIUM
3,45,Airport,9,10,10,32,MEDIUM
3,45,Chinchbhavan,9,15,10,37,HIGH
3,45,Khapri,9,9,6,40,HIGH
3,45,Ashokwan,9,16,8,48,HIGH
3,45,Mohgaon,9,13,5,50,HIGH
3,45,Butibori,9,11,10,50,HIGH
3,33,Burdi,9,20,4,16,MEDIUM
3,33,Panchasheel Square,9,9,17,8,LOW
3,33,Rahate Colony,9,21,7,22,MEDIUM
3,33,Ajni Square,9,14,14,22,MEDIUM
3,33,Chatrapati Square,9,10,14,18,MEDIUM
3,33,Ujjwal Nagar,9,17,5,30,MEDIUM
3,33,Airport,9,6,13,23,MEDIUM
3,33,Chinchbhavan,9,15,5,33,MEDIUM
3,33,Khapri,9,14,10,37,HIGH
3,33,Ashokwan,9,9,7,39,HIGH
3,33,Mohgaon,9,12,6,45,HIGH
3,33,Butibori,9,9,11,43,HIGH
3,61,Burdi,10,20,4,16,MEDIUM
3,61,Panchasheel Square,10,14,17,13,LOW
3,61,Rahate Colony,10,23,5,31,MEDIUM
3,61,Ajni Square,10,12,19,24,MEDIUM
3,61,Chatrapati Square,10,14,18,20,MEDIUM
3,61,Ujjwal Nagar,10,24,4,40,HIGH
3,61,Airport,10,5,8,37,HIGH
3,61,Chinchbhavan,10,9,10,36,HIGH
3,61,Khapri,10,8,6,38,HIGH
3,61,Ashokwan,10,10,6,42,HIGH
3,61,Mohgaon,10,16,11,47,HIGH
3,61,Butibori,10,9,5,50,HIGH
3,45,Burdi,10,21,4,17,MEDIUM
3,45,Panchasheel Square,10,12,13,16,MEDIUM
3,45,Rahate Colony,10,19,7,28,MEDIUM
3,45,Ajni Square,10,14,10,32,MEDIUM
3,45,Chatrapati Square,10,9,11,30,MEDIUM
3,45,Ujjwal Nagar,10,16,3,43,HIGH
3,45,Airport,10,9,9,43,HIGH
3,45,Chinchbhavan,10,13,8,48,HIGH
3,45,Khapri,10,17,7,50,HIGH
3,45,Ashokwan,10,13,8,50,HIGH
3,45,Mohgaon,10,13,10,50,HIGH
3,45,Butibori,10,9,6,50,HIGH
3,33,Burdi,10,18,3,15,MEDIUM
3,33,Panchasheel Square,10,14,17,12,LOW
3,33,Rahate Colony,10,21,4,29,MEDIUM
3,33,Ajni Square,10,14,14,29,MEDIUM
3,33,Chatrapati Square,10,10,19,20,MEDIUM
3,33,Ujjwal Nagar,10,15,4,31,MEDIUM
3,33,Airport,10,11,14,28,MEDIUM
3,33,Chinchbhavan,10,17,7,38,HIGH
3,33,Khapri,10,13,7,44,HIGH
3,33,Ashokwan,10,16,9,50,HIGH
3,33,Mohgaon,10,8,6,50,HIGH
3,33,Butibori,10,9,7,50,HIGH
3,61,Burdi,11,9,4,5,LOW
3,61,Panchasheel Square,11,3,9,0,LOW
3,61,Rahate Colony,11,5,4,1,LOW
3,61,Ajni Square,11,8,4,5,LOW
3,61,Chatrapati Square,11,4,4,5,LOW
3,61,Ujjwal Nagar,11,3,9,0,LOW
3,61,Airport,11,9,5,4,LOW
3,61,Chinchbhavan,11,3,8,0,LOW
3,61,Khapri,11,4,3,1,LOW
3,61,Ashokwan,11,4,6,0,LOW
3,61,Mohgaon,11,9,9,0,LOW
3,61,Butibori,11,4,9,0,LOW
3,45,Burdi,11,8,6,2,LOW
3,45,Panchasheel Square,11,7,6,3,LOW
3,45,Rahate Colony,11,8,7,4,LOW
3,45,Ajni Square,11,8,6,6,LOW
3,45,Chatrapati Square,11,4,5,5,LOW
3,45,Ujjwal Nagar,11,7,6,6,LOW
3,45,Airport,11,7,4,9,LOW
3,45,Chinchbhavan,11,3,5,7,LOW
3,45,Khapri,11,6,8,5,LOW
3,45,Ashokwan,11,3,4,4,LOW
3,45,Mohgaon,11,4,4,4,LOW
3,45,Butibori,11,7,6,5,LOW
3,33,Burdi,11,6,5,1,LOW
3,33,Panchasheel Square,11,9,3,7,LOW
3,33,Rahate Colony,11,3,6,4,LOW
3,33,Ajni Square,11,6,7,3,LOW
3,33,Chatrapati Square,11,8,5,6,LOW
3,33,Ujjwal Nagar,11,5,4,7,LOW
3,33,Airport,11,5,9,3,LOW
3,33,Chinchbhavan,11,5,5,3,LOW
3,33,Khapri,11,3,8,0,LOW
3,33,Ashokwan,11,6,5,1,LOW
3,33,Mohgaon,11,4,3,2,LOW
3,33,Butibori,11,4,4,2,LOW
3,61,Burdi,12,4,8,0,LOW
3,61,Panchasheel Square,12,3,6,0,LOW
3,61,Rahate Colony,12,5,8,0,LOW
3,61,Ajni Square,12,8,8,0,LOW
3,61,Chatrapati Square,12,6,6,0,LOW
3,61,Ujjwal Nagar,12,7,9,0,LOW
3,61,Airport,12,4,7,0,LOW
3,61,Chinchbhavan,12,6,5,1,LOW
3,61,Khapri,12,8,9,0,LOW
3,61,Ashokwan,12,8,8,0,LOW
3,61,Mohgaon,12,6,9,0,LOW
3,61,Butibori,12,8,7,1,LOW
3,45,Burdi,12,4,7,0,LOW
3,45,Panchasheel Square,12,8,4,4,LOW
3,45,Rahate Colony,12,4,6,2,LOW
3,45,Ajni Square,12,3,9,0,LOW
3,45,Chatrapati Square,12,5,8,0,LOW
3,45,Ujjwal Nagar,12,7,7,0,LOW
3,45,Airport,12,5,8,0,LOW
3,45,Chinchbhavan,12,4,9,0,LOW
3,45,Khapri,12,6,3,3,LOW
3,45,Ashokwan,12,9,7,5,LOW
3,45,Mohgaon,12,3,4,4,LOW
3,45,Butibori,12,4,8,0,LOW
3,33,Burdi,12,5,3,2,LOW
3,33,Panchasheel Square,12,7,9,0,LOW
3,33,Rahate Colony,12,4,7,0,LOW
3,33,Ajni Square,12,6,8,0,LOW
3,33,Chatrapati Square,12,5,5,0,LOW
3,33,Ujjwal Nagar,12,3,8,0,LOW
3,33,Airport,12,5,3,2,LOW
3,33,Chinchbhavan,12,9,3,8,LOW
3,33,Khapri,12,3,5,6,LOW
3,33,Ashokwan,12,4,3,7,LOW
3,33,Mohgaon,12,4,9,2,LOW
3,33,Butibori,12,3,8,0,LOW
3,61,Burdi,13,9,8,1,LOW
3,61,Panchasheel Square,13,8,7,2,LOW
3,61,Rahate Colony,13,9,7,4,LOW
3,61,Ajni Square,13,3,5,2,LOW
3,61,Chatrapati Square,13,4,4,2,LOW
3,61,Ujjwal Nagar,13,9,9,2,LOW
3,61,Airport,13,4,6,0,LOW
3,61,Chinchbhavan,13,3,7,0,LOW
3,61,Khapri,13,8,3,5,LOW
3,61,Ashokwan,13,8,5,8,LOW
3,61,Mohgaon,13,6,6,8,LOW
3,61,Butibori,13,3,4,7,LOW
3,45,Burdi,13,4,3,1,LOW
3,45,Panchasheel Square,13,9,4,6,LOW
3,45,Rahate Colony,13,7,7,6,LOW
3,45,Ajni Square,13,4,4,6,LOW
3,45,Chatrapati Square,13,8,4,10,LOW
3,45,Ujjwal Nagar,13,9,6,13,LOW
3,45,Airport,13,9,6,16,MEDIUM
3,45,Chinchbhavan,13,7,7,16,MEDIUM
3,45,Khapri,13,5,4,17,MEDIUM
3,45,Ashokwan,13,6,4,19,MEDIUM
3,45,Mohgaon,13,6,7,18,MEDIUM
3,45,Butibori,13,3,5,16,MEDIUM
3,33,Burdi,13,4,7,0,LOW
3,33,Panchasheel Square,13,9,5,4,LOW
3,33,Rahate Colony,13,6,3,7,LOW
3,33,Ajni Square,13,8,4,11,LOW
3,33,Chatrapati Square,13,9,9,11,LOW
3,33,Ujjwal Nagar,13,6,7,10,LOW
3,33,Airport,13,5,7,8,LOW
3,33,Chinchbhavan,13,4,6,6,LOW
3,33,Khapri,13,6,3,9,LOW
3,33,Ashokwan,13,3,8,4,LOW
3,33,Mohgaon,13,7,9,2,LOW
3,33,Butibori,13,8,8,2,LOW
3,61,Burdi,14,5,5,0,LOW
3,61,Panchasheel Square,14,9,5,4,LOW
3,61,Rahate Colony,14,8,7,5,LOW
3,61,Ajni Square,14,5,8,2,LOW
3,61,Chatrapati Square,14,9,3,8,LOW
3,61,Ujjwal Nagar,14,7,3,12,LOW
3,61,Airport,14,8,6,14,LOW
3,61,Chinchbhavan,14,5,4,15,MEDIUM
3,61,Khapri,14,7,9,13,LOW
3,61,Ashokwan,14,7,8,12,LOW
3,61,Mohgaon,14,6,6,12,LOW
3,61,Butibori,14,9,8,13,LOW
3,45,Burdi,14,5,6,0,LOW
3,45,Panchasheel Square,14,9,7,2,LOW
3,45,Rahate Colony,14,3,8,0,LOW
3,45,Ajni Square,14,5,9,0,LOW
3,45,Chatrapati Square,14,5,3,2,LOW
3,45,Ujjwal Nagar,14,8,8,2,LOW
3,45,Airport,14,9,7,4,LOW
3,45,Chinchbhavan,14,3,6,1,LOW
3,45,Khapri,14,6,6,1,LOW
3,45,Ashokwan,14,7,5,3,LOW
3,45,Mohgaon,14,6,6,3,LOW
3,45,Butibori,14,9,6,6,LOW
3,33,Burdi,14,3,7,0,LOW
3,33,Panchasheel Square,14,6,4,2,LOW
3,33,Rahate Colony,14,4,7,0,LOW
3,33,Ajni Square,14,7,3,4,LOW
3,33,Chatrapati Square,14,3,5,2,LOW
3,33,Ujjwal Nagar,14,6,7,1,LOW
3,33,Airport,14,7,8,0,LOW
3,33,Chinchbhavan,14,6,8,0,LOW
3,33,Khapri,14,3,3,0,LOW
3,33,Ashokwan,14,8,4,4,LOW
3,33,Mohgaon,14,6,6,4,LOW
3,33,Butibori,14,3,3,4,LOW
3,61,Burdi,15,5,4,1,LOW
3,61,Panchasheel Square,15,9,5,5,LOW
3,61,Rahate Colony,15,5,7,3,LOW
3,61,Ajni Square,15,5,3,5,LOW
3,61,Chatrapati Square,15,7,9,3,LOW
3,61,Ujjwal Nagar,15,3,7,0,LOW
3,61,Airport,15,9,5,4,LOW
3,61,Chinchbhavan,15,6,4,6,LOW
3,61,Khapri,15,6,6,6,LOW
3,61,Ashokwan,15,6,5,7,LOW
3,61,Mohgaon,15,6,3,10,LOW
3,61,Butibori,15,8,8,10,LOW
3,45,Burdi,15,9,3,6,LOW
3,45,Panchasheel Square,15,5,9,2,LOW
3,45,Rahate Colony,15,3,6,0,LOW
3,45,Ajni Square,15,5,6,0,LOW
3,45,Chatrapati Square,15,9,9,0,LOW
3,45,Ujjwal Nagar,15,5,4,1,LOW
3,45,Airport,15,5,5,1,LOW
3,45,Chinchbhavan,15,9,7,3,LOW
3,45,Khapri,15,7,5,5,LOW
3,45,Ashokwan,15,6,7,4,LOW
3,45,Mohgaon,15,6,4,6,LOW
3,45,Butibori,15,3,9,0,LOW
3,33,Burdi,15,5,7,0,LOW
3,33,Panchasheel Square,15,4,3,1,LOW
3,33,Rahate Colony,15,5,8,0,LOW
3,33,Ajni Square,15,8,8,0,LOW
3,33,Chatrapati Square,15,6,4,2,LOW
3,33,Ujjwal Nagar,15,7,9,0,LOW
3,33,Airport,15,7,8,0,LOW
3,33,Chinchbhavan,15,4,3,1,LOW
3,33,Khapri,15,9,3,7,LOW
3,33,Ashokwan,15,7,9,5,LOW
3,33,Mohgaon,15,3,3,5,LOW
3,33,Butibori,15,3,9,0,LOW
3,61,Burdi,16,8,7,1,LOW
3,61,Panchasheel Square,16,4,4,1,LOW
3,61,Rahate Colony,16,9,4,6,LOW
3,61,Ajni Square,16,4,4,6,LOW
3,61,Chatrapati Square,16,3,9,0,LOW
3,61,Ujjwal Nagar,16,8,6,2,LOW
3,61,Airport,16,3,8,0,LOW
3,61,Chinchbhavan,16,5,4,1,LOW
3,61,Khapri,16,7,3,5,LOW
3,61,Ashokwan,16,4,4,5,LOW
3,61,Mohgaon,16,8,3,10,LOW
3,61,Butibori,16,7,7,10,LOW
3,45,Burdi,16,3,8,0,LOW
3,45,Panchasheel Square,16,7,9,0,LOW
3,45,Rahate Colony,16,7,9,0,LOW
3,45,Ajni Square,16,3,7,0,LOW
3,45,Chatrapati Square,16,8,7,1,LOW
3,45,Ujjwal Nagar,16,5,7,0,LOW
3,45,Airport,16,6,8,0,LOW
3,45,Chinchbhavan,16,6,6,0,LOW
3,45,Khapri,16,7,9,0,LOW
3,45,Ashokwan,16,3,7,0,LOW
3,45,Mohgaon,16,9,5,4,LOW
3,45,Butibori,16,7,8,3,LOW
3,33,Burdi,16,8,5,3,LOW
3,33,Panchasheel Square,16,3,9,0,LOW
3,33,Rahate Colony,16,8,4,4,LOW
3,33,Ajni Square,16,6,5,5,LOW
3,33,Chatrapati Square,16,3,4,4,LOW
3,33,Ujjwal Nagar,16,3,9,0,LOW
3,33,Airport,16,3,3,0,LOW
3,33,Chinchbhavan,16,8,4,4,LOW
3,33,Khapri,16,8,3,9,LOW
3,33,Ashokwan,16,6,7,8,LOW
3,33,Mohgaon,16,6,8,6,LOW
3,33,Butibori,16,3,9,0,LOW
3,61,Burdi,17,3,16,0,LOW
3,61,Panchasheel Square,17,11,8,3,LOW
3,61,Rahate Colony,17,3,22,0,LOW
3,61,Ajni Square,17,19,8,11,LOW
3,61,Chatrapati Square,17,19,10,20,MEDIUM
3,61,Ujjwal Nagar,17,5,21,4,LOW
3,61,Airport,17,8,9,3,LOW
3,61,Chinchbhavan,17,10,13,0,LOW
3,61,Khapri,17,11,15,0,LOW
3,61,Ashokwan,17,9,17,0,LOW
3,61,Mohgaon,17,6,17,0,LOW
3,61,Butibori,17,10,15,0,LOW
3,45,Burdi,17,7,24,0,LOW
3,45,Panchasheel Square,17,19,12,7,LOW
3,45,Rahate Colony,17,5,19,0,LOW
3,45,Ajni Square,17,10,13,0,LOW
3,45,Chatrapati Square,17,16,13,3,LOW
3,45,Ujjwal Nagar,17,6,20,0,LOW
3,45,Airport,17,8,10,0,LOW
3,45,Chinchbhavan,17,9,12,0,LOW
3,45,Khapri,17,11,12,0,LOW
3,45,Ashokwan,17,9,13,0,LOW
3,45,Mohgaon,17,6,9,0,LOW
3,45,Butibori,17,8,17,0,LOW
3,33,Burdi,17,7,18,0,LOW
3,33,Panchasheel Square,17,18,12,6,LOW
3,33,Rahate Colony,17,4,16,0,LOW
3,33,Ajni Square,17,16,14,2,LOW
3,33,Chatrapati Square,17,17,12,7,LOW
3,33,Ujjwal Nagar,17,3,20,0,LOW
3,33,Airport,17,14,11,3,LOW
3,33,Chinchbhavan,17,7,12,0,LOW
3,33,Khapri,17,5,12,0,LOW
3,33,Ashokwan,17,7,10,0,LOW
3,33,Mohgaon,17,9,16,0,LOW
3,33,Butibori,17,6,11,0,LOW
3,61,Burdi,18,5,15,0,LOW
3,61,Panchasheel Square,18,12,12,0,LOW
3,61,Rahate Colony,18,6,17,0,LOW
3,61,Ajni Square,18,17,13,4,LOW
3,61,Chatrapati Square,18,17,11,10,LOW
3,61,Ujjwal Nagar,18,7,24,0,LOW
3,61,Airport,18,14,8,6,LOW
3,61,Chinchbhavan,18,7,11,2,LOW
3,61,Khapri,18,7,10,0,LOW
3,61,Ashokwan,18,9,17,0,LOW
3,61,Mohgaon,18,7,12,0,LOW
3,61,Butibori,18,10,17,0,LOW
3,45,Burdi,18,3,22,0,LOW
3,45,Panchasheel Square,18,16,8,8,LOW
3,45,Rahate Colony,18,3,24,0,LOW
3,45,Ajni Square,18,19,9,10,LOW
3,45,Chatrapati Square,18,19,14,15,MEDIUM
3,45,Ujjwal Nagar,18,4,19,0,LOW
3,45,Airport,18,13,7,6,LOW
3,45,Chinchbhavan,18,11,13,4,LOW
3,45,Khapri,18,10,15,0,LOW
3,45,Ashokwan,18,6,17,0,LOW
3,45,Mohgaon,18,10,14,0,LOW
3,45,Butibori,18,7,9,0,LOW
3,33,Burdi,18,5,24,0,LOW
3,33,Panchasheel Square,18,11,12,0,LOW
3,33,Rahate Colony,18,7,15,0,LOW
3,33,Ajni Square,18,11,8,3,LOW
3,33,Chatrapati Square,18,15,12,6,LOW
3,33,Ujjwal Nagar,18,6,19,0,LOW
3,33,Airport,18,9,7,2,LOW
3,33,Chinchbhavan,18,11,13,0,LOW
3,33,Khapri,18,11,11,0,LOW
3,33,Ashokwan,18,11,15,0,LOW
3,33,Mohgaon,18,7,16,0,LOW
3,33,Butibori,18,8,12,0,LOW
3,61,Burdi,19,7,17,0,LOW
3,61,Panchasheel Square,19,15,14,1,LOW
3,61,Rahate Colony,19,7,21,0,LOW
3,61,Ajni Square,19,18,10,8,LOW
3,61,Chatrapati Square,19,13,12,9,LOW
3,61,Ujjwal Nagar,19,6,17,0,LOW
3,61,Airport,19,12,8,4,LOW
3,61,Chinchbhavan,19,11,9,6,LOW
3,61,Khapri,19,6,17,0,LOW
3,61,Ashokwan,19,11,9,2,LOW
3,61,Mohgaon,19,10,16,0,LOW
3,61,Butibori,19,8,9,0,LOW
3,45,Burdi,19,5,23,0,LOW
3,45,Panchasheel Square,19,14,10,4,LOW
3,45,Rahate Colony,19,5,18,0,LOW
3,45,Ajni Square,19,10,14,0,LOW
3,45,Chatrapati Square,19,12,9,3,LOW
3,45,Ujjwal Nagar,19,7,17,0,LOW
3,45,Airport,19,8,7,1,LOW
3,45,Chinchbhavan,19,8,15,0,LOW
3,45,Khapri,19,7,15,0,LOW
3,45,Ashokwan,19,11,15,0,LOW
3,45,Mohgaon,19,10,15,0,LOW
3,45,Butibori,19,10,13,0,LOW
3,33,Burdi,19,4,15,0,LOW
3,33,Panchasheel Square,19,10,13,0,LOW
3,33,Rahate Colony,19,3,15,0,LOW
3,33,Ajni Square,19,17,10,7,LOW
3,33,Chatrapati Square,19,14,14,7,LOW
3,33,Ujjwal Nagar,19,4,17,0,LOW
3,33,Airport,19,11,6,5,LOW
3,33,Chinchbhavan,19,7,11,1,LOW
3,33,Khapri,19,7,10,0,LOW
3,33,Ashokwan,19,6,14,0,LOW
3,33,Mohgaon,19,11,15,0,LOW
3,33,Butibori,19,10,15,0,LOW
3,61,Burdi,20,6,21,0,LOW
3,61,Panchasheel Square,20,18,14,4,LOW
3,61,Rahate Colony,20,6,16,0,LOW
3,61,Ajni Square,20,17,10,7,LOW
3,61,Chatrapati Square,20,16,9,14,LOW
3,61,Ujjwal Nagar,20,6,21,0,LOW
